Constituency,Constituency_ID,Candidate_Name,Party,Age,Gender
Chengalpattu,32,M. Karuppu,Independent,32,Male
Chengalpattu,32,J. Revathi,Independent,46,Female
Chengalpattu,32,J. Kamal,Independent,65,Male
Chengalpattu,32,N. Ashok,Independent,43,Male
Chengalpattu,32,M. Vijay,Independent,75,Male
Thiruporur,33,E. Arun,DMK,69,Male
Thiruporur,33,A. Deepa,AIADMK,65,Female
Thiruporur,33,P. Vijay,NTK,30,Male
Thiruporur,33,R. Geetha,BJP,50,Female
Thiruporur,33,N. Soundarya,Independent,40,Female
Thiruporur,33,B. Sivakarthikeyan,Independent,55,Male
Thiruporur,33,B. Arun,Independent,34,Male
Thiruporur,33,R. Prakash,Independent,72,Male
Thiruporur,33,S. Karthik,Independent,45,Male
Thiruporur,33,K. Suresh,Independent,26,Male
Thiruporur,33,B. Sudha,Independent,29,Female
Thiruporur,33,R. Balaji,Independent,48,Male
Thiruporur,33,T. Geetha,Independent,69,Female
Thiruporur,33,L. Palani,Independent,28,Male
Thiruporur,33,G. Lakshmi,Independent,50,Female
Thiruporur,33,L. Ramesh,Independent,58,Male
Thiruporur,33,G. Palani,Independent,40,Male
Cheyyur,34,A. Vasanthi,DMK,32,Female
Cheyyur,34,E. Lakshmi,AIADMK,53,Female
Cheyyur,34,K. Senthil,NTK,44,Male
Cheyyur,34,K. Selvam,BJP,43,Male
Cheyyur,34,M. Prakash,PMK,30,Male
Cheyyur,34,N. Arun,Independent,64,Male
Cheyyur,34,G. Ajith,Independent,54,Male
Cheyyur,34,J. Perumal,Independent,30,Male
Cheyyur,34,T. Karuppu,Independent,25,Male
Cheyyur,34,T. Arun,Independent,34,Male
Cheyyur,34,S. Murugan,Independent,45,Male
Cheyyur,34,S. Suresh,Independent,45,Male
Cheyyur,34,D. Karuppu,Independent,74,Male
Cheyyur,34,V. Chandran,Independent,32,Male
Cheyyur,34,K. Sivakarthikeyan,Independent,46,Male
Cheyyur,34,K. Moorthy,Independent,27,Male
Cheyyur,34,V. Muthu,Independent,26,Male
Cheyyur,34,B. Ganesan,Independent,35,Male
Cheyyur,34,K. Surya,Independent,51,Male
Cheyyur,34,L. Balaji,Independent,35,Male
Madurantakam,35,D. Ramesh,DMK,43,Male
Madurantakam,35,D. Rajendran,AIADMK,35,Male
Madurantakam,35,L. Surya,NTK,35,Male
Madurantakam,35,D. Balaji,Independent,34,Male
Madurantakam,35,R. Senthil,Independent,55,Male
Madurantakam,35,P. Vikram,Independent,51,Male
Madurantakam,35,C. Prakash,Independent,59,Male
Madurantakam,35,J. Palani,Independent,35,Male
Madurantakam,35,A. Natarajan,Independent,55,Male
Madurantakam,35,D. Palani,Independent,30,Male
Madurantakam,35,V. Karthik,Independent,49,Male
Madurantakam,35,R. Ganesan,Independent,55,Male
Madurantakam,35,M. Malathi,Independent,53,Female
Madurantakam,35,K. Rajendran,Independent,52,Male
Madurantakam,35,D. Moorthy,Independent,72,Male
Madurantakam,35,S. Suresh,Independent,37,Male
Madurantakam,35,E. Revathi,Independent,49,Female
Madurantakam,35,S. Ganesan,Independent,27,Male
Madurantakam,35,K. Natarajan,Independent,46,Male
Uthiramerur,36,J. Karuppu,DMK,65,Male
Uthiramerur,36,M. Palani,AIADMK,52,Male
Uthiramerur,36,R. Revathi,NTK,25,Female
Uthiramerur,36,M. Malathi,BJP,50,Female
Uthiramerur,36,C. Rajini,Independent,57,Male
Uthiramerur,36,K. Karuppu,Independent,31,Male
Uthiramerur,36,G. Suresh,Independent,45,Male
Uthiramerur,36,M. Rajini,Independent,48,Male
Uthiramerur,36,D. Perumal,Independent,67,Male
Uthiramerur,36,A. Moorthy,Independent,57,Male
Uthiramerur,36,M. Selvam,Independent,69,Male
Uthiramerur,36,J. Kavitha,Independent,54,Female
Uthiramerur,36,V. Prakash,Independent,30,Male
Uthiramerur,36,V. Dhanush,Independent,48,Male
Uthiramerur,36,N. Sekar,Independent,45,Male
Uthiramerur,36,M. Rajendran,Independent,33,Male
Kancheepuram,37,R. Kalpana,DMK,36,Female
Kancheepuram,37,T. Karuppu,AIADMK,51,Male
Kancheepuram,37,S. Chandran,NTK,52,Male
Kancheepuram,37,C. Ganesan,BJP,62,Male
Kancheepuram,37,J. Vijay,Independent,52,Male
Kancheepuram,37,D. Mani,Independent,26,Male
Kancheepuram,37,J. Ashok,Independent,61,Male
Kancheepuram,37,T. Raja,Independent,64,Male
Kancheepuram,37,G. Surya,Independent,44,Male
Kancheepuram,37,A. Ramesh,Independent,41,Male
Kancheepuram,37,M. Karthik,Independent,56,Male
Kancheepuram,37,G. Perumal,Independent,75,Male
Kancheepuram,37,P. Renuka,Independent,27,Female
Kancheepuram,37,V. Selvam,Independent,44,Male
Kancheepuram,37,E. Prakash,Independent,35,Male
Kancheepuram,37,S. Ramesh,Independent,55,Male
Kancheepuram,37,K. Sekar,Independent,45,Male
Kancheepuram,37,D. Ramesh,Independent,43,Male
Arakkonam,38,K. Ashok,DMK,46,Male
Arakkonam,38,V. Kamal,AIADMK,50,Male
Arakkonam,38,E. Ganesan,NTK,69,Male
Arakkonam,38,G. Rajini,INC,67,Male
Arakkonam,38,A. Natarajan,Independent,60,Male
Arakkonam,38,V. Kannan,Independent,46,Male
Arakkonam,38,E. Selvam,Independent,69,Male
Arakkonam,38,E. Dhanush,Independent,66,Male
Arakkonam,38,A. Selvam,Independent,39,Male
Arakkonam,38,C. Natarajan,Independent,52,Male
Arakkonam,38,L. Muthu,Independent,43,Male
Arakkonam,38,C. Natarajan,Independent,34,Male
Arakkonam,38,R. Muthu,Independent,63,Male
Arakkonam,38,N. Ganesan,Independent,57,Male
Arakkonam,38,D. Vasanthi,Independent,36,Female
Arakkonam,38,A. Selvam,Independent,57,Male
Arakkonam,38,K. Balaji,Independent,36,Male
Arakkonam,38,T. Arun,Independent,37,Male
Arakkonam,38,P. Ramesh,Independent,36,Male
Sholingur,39,T. Deepa,DMK,57,Female
Sholingur,39,C. Ramesh,AIADMK,69,Male
Sholingur,39,D. Ramesh,NTK,33,Male
Sholingur,39,E. Meena,INC,64,Female
Sholingur,39,J. Meena,PMK,52,Female
Sholingur,39,L. Rajendran,Independent,56,Male
Sholingur,39,K. Rajendran,Independent,74,Male
Sholingur,39,V. Sivakarthikeyan,Independent,27,Male
Sholingur,39,P. Velu,Independent,37,Male
Sholingur,39,C. Kalpana,Independent,32,Female
Sholingur,39,D. Selvam,Independent,74,Male
Sholingur,39,J. Muthu,Independent,53,Male
Sholingur,39,A. Ramesh,Independent,30,Male
Sholingur,39,C. Geetha,Independent,65,Female
Sholingur,39,R. Ganesan,Independent,52,Male
Sholingur,39,A. Balaji,Independent,46,Male
Sholingur,39,K. Lakshmi,Independent,60,Female
Sholingur,39,A. Rajendran,Independent,68,Male
Sholingur,39,B. Ajith,Independent,41,Male
Sholingur,39,T. Perumal,Independent,29,Male
Sholingur,39,S. Prakash,Independent,69,Male
Katpadi,40,R. Sivakarthikeyan,DMK,27,Male
Katpadi,40,N. Velu,AIADMK,66,Male
Katpadi,40,D. Ganesan,NTK,75,Male
Katpadi,40,J. Karuppu,Independent,62,Male
Katpadi,40,N. Kamal,Independent,27,Male
Katpadi,40,G. Suganya,Independent,43,Female
Katpadi,40,G. Raja,Independent,44,Male
Katpadi,40,D. Mani,Independent,40,Male
Katpadi,40,K. Balaji,Independent,55,Male
Katpadi,40,E. Kamal,Independent,25,Male
Katpadi,40,K. Anitha,Independent,53,Female
Katpadi,40,R. Rajini,Independent,64,Male
Katpadi,40,N. Muthu,Independent,28,Male
Katpadi,40,N. Arun,Independent,34,Male
Ranipet,41,E. Balaji,DMK,41,Male
Ranipet,41,N. Perumal,AIADMK,54,Male
Ranipet,41,S. Rajini,NTK,29,Male
Ranipet,41,D. Devi,BJP,50,Female
Ranipet,41,M. Prakash,Independent,47,Male
Ranipet,41,L. Vijay,Independent,64,Male
Ranipet,41,B. Muthu,Independent,42,Male
Ranipet,41,K. Kannan,Independent,39,Male
Ranipet,41,M. Vijay,Independent,65,Male
Ranipet,41,A. Gayathri,Independent,26,Female
Ranipet,41,L. Ashok,Independent,59,Male
Ranipet,41,E. Ramesh,Independent,43,Male
Ranipet,41,M. Vijay,Independent,58,Male
Arcot,42,D. Ganesan,DMK,45,Male
Arcot,42,B. Velu,AIADMK,66,Male
Arcot,42,L. Vikram,NTK,25,Male
Arcot,42,M. Meena,INC,73,Female
Arcot,42,M. Kamal,Independent,48,Male
Arcot,42,V. Moorthy,Independent,26,Male
Arcot,42,K. Ganesan,Independent,46,Male
Arcot,42,B. Suresh,Independent,32,Male
Arcot,42,A. Soundarya,Independent,53,Female
Arcot,42,K. Ramesh,Independent,56,Male
Arcot,42,A. Devi,Independent,47,Female
Arcot,42,V. Kamal,Independent,25,Male
Vellore,43,N. Raja,DMK,61,Male
Vellore,43,B. Malathi,AIADMK,48,Female
Vellore,43,K. Ajith,NTK,75,Male
Vellore,43,J. Karthik,INC,25,Male
Vellore,43,E. Sekar,Independent,42,Male
Vellore,43,B. Rajini,Independent,58,Male
Vellore,43,N. Karuppu,Independent,50,Male
Vellore,43,R. Chandran,Independent,74,Male
Vellore,43,J. Geetha,Independent,42,Female
Vellore,43,R. Prakash,Independent,69,Male
Vellore,43,V. Arun,Independent,65,Male
Vellore,43,L. Sekar,Independent,43,Male
Vellore,43,E. Rajini,Independent,71,Male
Anaikattu,44,V. Balaji,DMK,75,Male
Anaikattu,44,B. Suresh,AIADMK,27,Male
Anaikattu,44,K. Meena,NTK,38,Female
Anaikattu,44,L. Palani,PMK,46,Male
Anaikattu,44,T. Senthil,Independent,27,Male
Anaikattu,44,T. Muthu,Independent,62,Male
Anaikattu,44,A. Arun,Independent,32,Male
Anaikattu,44,J. Kamal,Independent,46,Male
Anaikattu,44,L. Vijay,Independent,27,Male
Anaikattu,44,L. Ramesh,Independent,55,Male
Anaikattu,44,G. Vikram,Independent,60,Male
Anaikattu,44,N. Sekar,Independent,65,Male
Kilvaithinankuppam,45,M. Vasanthi,DMK,34,Female
Kilvaithinankuppam,45,N. Moorthy,AIADMK,33,Male
Kilvaithinankuppam,45,B. Arun,NTK,31,Male
Kilvaithinankuppam,45,D. Perumal,BJP,54,Male
Kilvaithinankuppam,45,N. Murugan,Independent,46,Male
Kilvaithinankuppam,45,S. Senthil,Independent,30,Male
Kilvaithinankuppam,45,B. Palani,Independent,40,Male
Kilvaithinankuppam,45,S. Chandran,Independent,47,Male
Kilvaithinankuppam,45,R. Kannan,Independent,60,Male
Kilvaithinankuppam,45,V. Sekar,Independent,58,Male
Kilvaithinankuppam,45,J. Raja,Independent,33,Male
Kilvaithinankuppam,45,N. Arun,Independent,50,Male
Kilvaithinankuppam,45,J. Selvam,Independent,62,Male
Kilvaithinankuppam,45,B. Dhanush,Independent,38,Male
Kilvaithinankuppam,45,E. Ganesan,Independent,68,Male
Kilvaithinankuppam,45,D. Ashok,Independent,59,Male
Kilvaithinankuppam,45,V. Vijay,Independent,27,Male
Kilvaithinankuppam,45,G. Selvam,Independent,64,Male
Kilvaithinankuppam,45,L. Rajendran,Independent,58,Male
Kilvaithinankuppam,45,G. Surya,Independent,74,Male
Kilvaithinankuppam,45,J. Senthil,Independent,62,Male
Gudiyattam,46,J. Kamal,DMK,28,Male
Gudiyattam,46,D. Vijay,AIADMK,53,Male
Gudiyattam,46,A. Surya,NTK,54,Male
Gudiyattam,46,P. Vikram,BJP,30,Male
Gudiyattam,46,G. Kavitha,PMK,42,Female
Gudiyattam,46,S. Kamal,Independent,39,Male
Gudiyattam,46,J. Balaji,Independent,70,Male
Gudiyattam,46,N. Selvam,Independent,74,Male
Gudiyattam,46,E. Ramesh,Independent,48,Male
Gudiyattam,46,L. Balaji,Independent,73,Male
Gudiyattam,46,L. Vikram,Independent,33,Male
Gudiyattam,46,R. Kamal,Independent,51,Male
Gudiyattam,46,G. Senthil,Independent,58,Male
Gudiyattam,46,R. Kannan,Independent,71,Male
Gudiyattam,46,N. Murugan,Independent,54,Male
Gudiyattam,46,C. Revathi,Independent,48,Female
Gudiyattam,46,M. Velu,Independent,49,Male
Gudiyattam,46,R. Palani,Independent,50,Male
Gudiyattam,46,T. Suresh,Independent,28,Male
Gudiyattam,46,D. Moorthy,Independent,40,Male
Vaniyambadi,47,D. Ajith,DMK,33,Male
Vaniyambadi,47,S. Mani,AIADMK,29,Male
Vaniyambadi,47,C. Kamal,NTK,26,Male
Vaniyambadi,47,E. Mani,BJP,61,Male
Vaniyambadi,47,T. Balaji,INC,74,Male
Vaniyambadi,47,E. Velu,Independent,26,Male
Vaniyambadi,47,G. Raja,Independent,30,Male
Vaniyambadi,47,A. Kannan,Independent,28,Male
Vaniyambadi,47,M. Raja,Independent,43,Male
Vaniyambadi,47,R. Priya,Independent,56,Female
Vaniyambadi,47,C. Suganya,Independent,49,Female
Vaniyambadi,47,T. Palani,Independent,31,Male
Vaniyambadi,47,L. Arun,Independent,40,Male
Vaniyambadi,47,D. Mani,Independent,45,Male
Vaniyambadi,47,A. Vikram,Independent,46,Male
Vaniyambadi,47,C. Sivakarthikeyan,Independent,30,Male
Vaniyambadi,47,V. Raja,Independent,25,Male
Vaniyambadi,47,L. Senthil,Independent,59,Male
Vaniyambadi,47,A. Raja,Independent,35,Male
Vaniyambadi,47,L. Perumal,Independent,59,Male
Vaniyambadi,47,A. Vijay,Independent,72,Male
Vaniyambadi,47,N. Kamal,Independent,68,Male
Ambur,48,L. Indira,DMK,49,Female
Ambur,48,B. Sivakarthikeyan,AIADMK,50,Male
Ambur,48,S. Selvam,NTK,30,Male
Ambur,48,P. Sekar,INC,62,Male
Ambur,48,A. Palani,Independent,27,Male
Ambur,48,L. Indira,Independent,64,Female
Ambur,48,V. Senthil,Independent,30,Male
Ambur,48,P. Mani,Independent,51,Male
Ambur,48,R. Senthil,Independent,59,Male
Ambur,48,R. Ajith,Independent,61,Male
Ambur,48,J. Selvam,Independent,58,Male
Ambur,48,E. Moorthy,Independent,58,Male
Ambur,48,J. Soundarya,Independent,32,Female
Ambur,48,R. Velu,Independent,42,Male
Ambur,48,R. Karthik,Independent,42,Male
Ambur,48,D. Selvam,Independent,57,Male
Ambur,48,C. Sivakarthikeyan,Independent,42,Male
Jolarpet,49,B. Revathi,DMK,36,Female
Jolarpet,49,V. Meena,AIADMK,51,Female
Jolarpet,49,K. Mani,NTK,32,Male
Jolarpet,49,K. Sivakarthikeyan,INC,56,Male
Jolarpet,49,E. Gayathri,VCK,35,Female
Jolarpet,49,L. Shanthi,Independent,67,Female
Jolarpet,49,R. Perumal,Independent,55,Male
Jolarpet,49,R. Selvam,Independent,33,Male
Jolarpet,49,B. Arun,Independent,56,Male
Jolarpet,49,N. Mani,Independent,26,Male
Jolarpet,49,N. Murugan,Independent,56,Male
Jolarpet,49,G. Vikram,Independent,39,Male
Jolarpet,49,D. Karuppu,Independent,29,Male
Tirupattur,50,L. Rajendran,DMK,31,Male
Tirupattur,50,S. Muthu,AIADMK,32,Male
Tirupattur,50,P. Murugan,NTK,64,Male
Tirupattur,50,J. Malathi,BJP,68,Female
Tirupattur,50,J. Karthik,INC,43,Male
Tirupattur,50,N. Kannan,VCK,29,Male
Tirupattur,50,K. Prakash,Independent,64,Male
Tirupattur,50,M. Perumal,Independent,38,Male
Tirupattur,50,C. Vikram,Independent,53,Male
Tirupattur,50,V. Sivakarthikeyan,Independent,52,Male
Tirupattur,50,B. Ajith,Independent,30,Male
Tirupattur,50,L. Selvam,Independent,52,Male
Tirupattur,50,D. Dhanush,Independent,69,Male
Tirupattur,50,G. Arun,Independent,71,Male
Tirupattur,50,B. Ajith,Independent,54,Male
Tirupattur,50,R. Sivakarthikeyan,Independent,30,Male
Tirupattur,50,D. Senthil,Independent,45,Male
Tirupattur,50,S. Karthik,Independent,71,Male
Tirupattur,50,E. Sivakarthikeyan,Independent,75,Male
Uthangarai,51,A. Balaji,DMK,41,Male
Uthangarai,51,L. Kannan,AIADMK,34,Male
Uthangarai,51,D. Sivakarthikeyan,NTK,25,Male
Uthangarai,51,M. Kamal,Independent,34,Male
Uthangarai,51,J. Dhanush,Independent,69,Male
Uthangarai,51,M. Mani,Independent,45,Male
Uthangarai,51,N. Muthu,Independent,66,Male
Uthangarai,51,E. Karuppu,Independent,65,Male
Uthangarai,51,G. Palani,Independent,56,Male
Uthangarai,51,P. Suresh,Independent,30,Male
Uthangarai,51,E. Surya,Independent,35,Male
Uthangarai,51,M. Suresh,Independent,54,Male
Uthangarai,51,J. Karthik,Independent,41,Male
Uthangarai,51,N. Dhanush,Independent,39,Male
Uthangarai,51,J. Senthil,Independent,61,Male
Uthangarai,51,N. Balaji,Independent,68,Male
Uthangarai,51,B. Kannan,Independent,47,Male
Uthangarai,51,J. Velu,Independent,63,Male
Uthangarai,51,A. Kannan,Independent,31,Male
Uthangarai,51,M. Deepa,Independent,29,Female
Uthangarai,51,G. Murugan,Independent,53,Male
Uthangarai,51,K. Ganesan,Independent,41,Male
Bargur,52,V. Selvam,DMK,27,Male
Bargur,52,L. Ajith,AIADMK,64,Male
Bargur,52,R. Meena,NTK,51,Female
Bargur,52,E. Perumal,INC,57,Male
Bargur,52,V. Muthu,Independent,47,Male
Bargur,52,R. Kamal,Independent,73,Male
Bargur,52,N. Rajini,Independent,32,Male
Bargur,52,N. Meena,Independent,66,Female
Bargur,52,A. Dhanush,Independent,30,Male
Bargur,52,J. Kamal,Independent,29,Male
Bargur,52,L. Prakash,Independent,41,Male
Bargur,52,M. Balaji,Independent,71,Male
Bargur,52,V. Kamal,Independent,59,Male
Bargur,52,M. Natarajan,Independent,38,Male
Bargur,52,R. Selvam,Independent,38,Male
Bargur,52,M. Selvam,Independent,41,Male
Bargur,52,K. Rajendran,Independent,25,Male
Bargur,52,A. Ganesan,Independent,34,Male
Krishnagiri,53,K. Vikram,DMK,65,Male
Krishnagiri,53,B. Vijay,AIADMK,72,Male
Krishnagiri,53,V. Indira,NTK,40,Female
Krishnagiri,53,R. Velu,BJP,37,Male
Krishnagiri,53,R. Soundarya,PMK,54,Female
Krishnagiri,53,R. Deepa,Independent,59,Female
Krishnagiri,53,B. Ashok,Independent,75,Male
Krishnagiri,53,C. Velu,Independent,44,Male
Krishnagiri,53,V. Natarajan,Independent,67,Male
Krishnagiri,53,L. Devi,Independent,67,Female
Krishnagiri,53,N. Rajendran,Independent,33,Male
Krishnagiri,53,L. Ashok,Independent,50,Male
Veppanahalli,54,L. Indira,DMK,60,Female
Veppanahalli,54,G. Karuppu,AIADMK,61,Male
Veppanahalli,54,P. Vijay,NTK,66,Male
Veppanahalli,54,S. Palani,Independent,48,Male
Veppanahalli,54,M. Sekar,Independent,41,Male
Veppanahalli,54,J. Muthu,Independent,36,Male
Veppanahalli,54,K. Karthik,Independent,40,Male
Veppanahalli,54,M. Rajini,Independent,74,Male
Veppanahalli,54,P. Rajendran,Independent,66,Male
Veppanahalli,54,A. Ashok,Independent,32,Male
Veppanahalli,54,J. Ganesan,Independent,35,Male
Veppanahalli,54,J. Ramesh,Independent,69,Male
Veppanahalli,54,R. Kavitha,Independent,72,Female
Veppanahalli,54,S. Perumal,Independent,63,Male
Veppanahalli,54,N. Prakash,Independent,75,Male
Veppanahalli,54,J. Perumal,Independent,75,Male
Veppanahalli,54,J. Senthil,Independent,44,Male
Veppanahalli,54,S. Kannan,Independent,27,Male
Veppanahalli,54,R. Dhanush,Independent,31,Male
Veppanahalli,54,N. Kannan,Independent,55,Male
Veppanahalli,54,D. Lakshmi,Independent,65,Female
Veppanahalli,54,M. Chandran,Independent,75,Male
Hosur,55,N. Prakash,DMK,30,Male
Hosur,55,E. Velu,AIADMK,34,Male
Hosur,55,L. Soundarya,NTK,64,Female
Hosur,55,N. Raja,Independent,61,Male
Hosur,55,S. Arun,Independent,34,Male
Hosur,55,J. Sivakarthikeyan,Independent,41,Male
Hosur,55,S. Palani,Independent,29,Male
Hosur,55,M. Ashok,Independent,75,Male
Hosur,55,L. Dhanush,Independent,42,Male
Hosur,55,N. Ajith,Independent,71,Male
Hosur,55,A. Chandran,Independent,39,Male
Hosur,55,V. Rajini,Independent,30,Male
Hosur,55,M. Vikram,Independent,48,Male
Hosur,55,L. Palani,Independent,37,Male
Thalli,56,T. Karuppu,DMK,37,Male
Thalli,56,N. Surya,AIADMK,52,Male
Thalli,56,K. Dhanush,NTK,46,Male
Thalli,56,N. Rajini,BJP,45,Male
Thalli,56,E. Sekar,Independent,42,Male
Thalli,56,M. Dhanush,Independent,71,Male
Thalli,56,M. Sivakarthikeyan,Independent,62,Male
Thalli,56,V. Shanthi,Independent,40,Female
Thalli,56,S. Sekar,Independent,35,Male
Thalli,56,A. Dhanush,Independent,34,Male
Thalli,56,B. Ramesh,Independent,68,Male
Thalli,56,V. Ajith,Independent,45,Male
Thalli,56,P. Suresh,Independent,69,Male
Thalli,56,C. Murugan,Independent,73,Male
Thalli,56,T. Arun,Independent,62,Male
Thalli,56,K. Vikram,Independent,72,Male
Thalli,56,C. Karthik,Independent,75,Male
Palacode,57,S. Muthu,DMK,47,Male
Palacode,57,B. Kannan,AIADMK,25,Male
Palacode,57,C. Moorthy,NTK,34,Male
Palacode,57,L. Karthik,BJP,51,Male
Palacode,57,S. Velu,INC,71,Male
Palacode,57,V. Raja,Independent,71,Male
Palacode,57,N. Karuppu,Independent,60,Male
Palacode,57,P. Ajith,Independent,37,Male
Palacode,57,V. Ramesh,Independent,40,Male
Palacode,57,J. Perumal,Independent,73,Male
Palacode,57,K. Surya,Independent,56,Male
Palacode,57,A. Muthu,Independent,28,Male
Pennagaram,58,K. Revathi,DMK,54,Female
Pennagaram,58,P. Rajendran,AIADMK,59,Male
Pennagaram,58,V. Priya,NTK,34,Female
Pennagaram,58,E. Mani,BJP,72,Male
Pennagaram,58,E. Mani,INC,57,Male
Pennagaram,58,M. Suresh,Independent,65,Male
Pennagaram,58,J. Raja,Independent,33,Male
Pennagaram,58,P. Mani,Independent,52,Male
Pennagaram,58,G. Natarajan,Independent,57,Male
Pennagaram,58,P. Prakash,Independent,43,Male
Pennagaram,58,K. Natarajan,Independent,38,Male
Pennagaram,58,L. Karthik,Independent,67,Male
Pennagaram,58,M. Ramesh,Independent,63,Male
Pennagaram,58,M. Deepa,Independent,28,Female
Pennagaram,58,V. Mani,Independent,31,Male
Pennagaram,58,V. Raja,Independent,29,Male
Pennagaram,58,A. Balaji,Independent,25,Male
Pennagaram,58,C. Kannan,Independent,31,Male
Pennagaram,58,S. Senthil,Independent,70,Male
Pennagaram,58,B. Ajith,Independent,41,Male
Dharmapuri,59,S. Selvam,DMK,32,Male
Dharmapuri,59,J. Moorthy,AIADMK,28,Male
Dharmapuri,59,K. Sekar,NTK,44,Male
Dharmapuri,59,E. Balaji,BJP,69,Male
Dharmapuri,59,T. Geetha,Independent,65,Female
Dharmapuri,59,P. Raja,Independent,56,Male
Dharmapuri,59,G. Sekar,Independent,46,Male
Dharmapuri,59,E. Selvam,Independent,46,Male
Dharmapuri,59,P. Arun,Independent,56,Male
Dharmapuri,59,B. Malathi,Independent,71,Female
Dharmapuri,59,L. Sivakarthikeyan,Independent,73,Male
Dharmapuri,59,V. Natarajan,Independent,70,Male
Dharmapuri,59,P. Vijay,Independent,61,Male
Dharmapuri,59,V. Mani,Independent,55,Male
Dharmapuri,59,V. Sudha,Independent,58,Female
Dharmapuri,59,K. Vikram,Independent,34,Male
Pappireddippatti,60,A. Kannan,DMK,55,Male
Pappireddippatti,60,G. Palani,AIADMK,57,Male
Pappireddippatti,60,J. Arun,NTK,47,Male
Pappireddippatti,60,M. Revathi,BJP,32,Female
Pappireddippatti,60,P. Senthil,Independent,68,Male
Pappireddippatti,60,B. Sivakarthikeyan,Independent,73,Male
Pappireddippatti,60,V. Rajendran,Independent,67,Male
Pappireddippatti,60,T. Kalpana,Independent,46,Female
Pappireddippatti,60,P. Arun,Independent,43,Male
Pappireddippatti,60,G. Dhanush,Independent,68,Male
Pappireddippatti,60,S. Moorthy,Independent,33,Male
Pappireddippatti,60,T. Rajendran,Independent,26,Male
Pappireddippatti,60,E. Arun,Independent,75,Male
Pappireddippatti,60,E. Muthu,Independent,72,Male
Pappireddippatti,60,N. Kamal,Independent,53,Male
Pappireddippatti,60,T. Raja,Independent,48,Male
Pappireddippatti,60,R. Senthil,Independent,65,Male
Pappireddippatti,60,B. Ajith,Independent,58,Male
Harur,61,D. Ajith,DMK,65,Male
Harur,61,G. Sudha,AIADMK,63,Female
Harur,61,C. Senthil,NTK,40,Male
Harur,61,D. Karuppu,Independent,27,Male
Harur,61,T. Kamal,Independent,55,Male
Harur,61,P. Chandran,Independent,32,Male
Harur,61,R. Sekar,Independent,36,Male
Harur,61,J. Shanthi,Independent,43,Female
Harur,61,C. Sivakarthikeyan,Independent,68,Male
Harur,61,G. Ramesh,Independent,37,Male
Harur,61,E. Velu,Independent,33,Male
Harur,61,V. Suresh,Independent,58,Male
Harur,61,T. Raja,Independent,26,Male
Harur,61,A. Natarajan,Independent,60,Male
Harur,61,V. Sivakarthikeyan,Independent,57,Male
Harur,61,N. Natarajan,Independent,34,Male
Harur,61,V. Karuppu,Independent,40,Male
Chengam,62,M. Prakash,DMK,56,Male
Chengam,62,S. Arun,AIADMK,42,Male
Chengam,62,B. Ganesan,NTK,55,Male
Chengam,62,A. Prakash,INC,54,Male
Chengam,62,L. Rajini,PMK,59,Male
Chengam,62,B. Muthu,Independent,44,Male
Chengam,62,T. Sekar,Independent,73,Male
Chengam,62,P. Perumal,Independent,66,Male
Chengam,62,D. Prakash,Independent,31,Male
Chengam,62,N. Karthik,Independent,70,Male
Chengam,62,N. Natarajan,Independent,36,Male
Chengam,62,E. Raja,Independent,37,Male
Chengam,62,R. Moorthy,Independent,41,Male
Tiruvannamalai,63,B. Kannan,DMK,56,Male
Tiruvannamalai,63,C. Natarajan,AIADMK,56,Male
Tiruvannamalai,63,A. Karuppu,NTK,61,Male
Tiruvannamalai,63,V. Vikram,Independent,41,Male
Tiruvannamalai,63,R. Muthu,Independent,54,Male
Tiruvannamalai,63,V. Velu,Independent,53,Male
Tiruvannamalai,63,N. Karuppu,Independent,26,Male
Tiruvannamalai,63,G. Ashok,Independent,55,Male
Tiruvannamalai,63,G. Surya,Independent,52,Male
Tiruvannamalai,63,D. Murugan,Independent,37,Male
Tiruvannamalai,63,C. Rajendran,Independent,67,Male
Tiruvannamalai,63,J. Prakash,Independent,47,Male
Tiruvannamalai,63,K. Surya,Independent,26,Male
Tiruvannamalai,63,C. Ajith,Independent,69,Male
Tiruvannamalai,63,E. Renuka,Independent,27,Female
Tiruvannamalai,63,S. Prakash,Independent,40,Male
Tiruvannamalai,63,E. Murugan,Independent,57,Male
Kilpennathur,64,K. Anitha,DMK,35,Female
Kilpennathur,64,K. Kamal,AIADMK,74,Male
Kilpennathur,64,R. Mani,NTK,28,Male
Kilpennathur,64,V. Mani,Independent,33,Male
Kilpennathur,64,D. Natarajan,Independent,51,Male
Kilpennathur,64,P. Sivakarthikeyan,Independent,75,Male
Kilpennathur,64,P. Ramesh,Independent,52,Male
Kilpennathur,64,R. Mani,Independent,72,Male
Kilpennathur,64,N. Ashok,Independent,56,Male
Kilpennathur,64,K. Kamal,Independent,32,Male
Kilpennathur,64,P. Kamal,Independent,34,Male
Kilpennathur,64,R. Vikram,Independent,71,Male
Kilpennathur,64,S. Senthil,Independent,73,Male
Kilpennathur,64,V. Prakash,Independent,33,Male
Kilpennathur,64,A. Ashok,Independent,53,Male
Kilpennathur,64,V. Surya,Independent,60,Male
Kilpennathur,64,E. Suresh,Independent,50,Male
Kilpennathur,64,N. Velu,Independent,41,Male
Kilpennathur,64,L. Moorthy,Independent,31,Male
Kilpennathur,64,D. Vijay,Independent,35,Male
